procurement_id,cpse_code,material_code,supplier,quantity,unit_price,total_spend,uom,procurement_date,plant
PROC-SYN-B10005B4,GME,GME-SYN-873012,SYNTHETIC_SUPPLIER_DB,75,4792.16,359412.0,EACH,2022-03-14,PLANT-2
PROC-SYN-B8D6763C,BUS,BUS-SYN-459434,SYNTHETIC_SUPPLIER_JA,48,2713.15,130231.2,EACH,2021-06-20,PLANT-2
PROC-SYN-21A2F1CB,BUS,BUS-SYN-459434,SYNTHETIC_SUPPLIER_SA,90,2604.74,234426.6,EACH,2020-02-26,PLANT-2
PROC-SYN-859CCA95,BUS,BUS-SYN-459434,SYNTHETIC_SUPPLIER_QB,31,3109.89,96406.59,EACH,2021-04-06,PLANT-2
PROC-SYN-B7DDFD2C,AHM,AHM-SYN-732903,SYNTHETIC_SUPPLIER_FA,86,4985.48,428751.28,EACH,2026-01-01,PLANT-2
PROC-SYN-E3EA06EF,GME,GME-SYN-327485,SYNTHETIC_SUPPLIER_JB,77,2533.3,195064.1,EACH,2022-02-10,PLANT-3
PROC-SYN-EE4B4271,GME,GME-SYN-327485,SYNTHETIC_SUPPLIER_SB,49,2360.73,115675.77,EACH,2024-07-15,PLANT-3
PROC-SYN-B36C54C0,GME,GME-SYN-327485,SYNTHETIC_SUPPLIER_KA,48,2411.55,115754.4,EACH,2023-07-14,PLANT-3
PROC-SYN-69C2655F,AHM,AHM-SYN-732610,SYNTHETIC_SUPPLIER_EB,77,2809.64,216342.28,EACH,2024-09-27,PLANT-5
PROC-SYN-B66B3EAC,AHM,AHM-SYN-732610,SYNTHETIC_SUPPLIER_OA,8,2694.21,21553.68,EACH,2024-03-21,PLANT-5
PROC-SYN-275B0265,AHM,AHM-SYN-367658,SYNTHETIC_SUPPLIER_CA,61,3045.24,185759.64,EACH,2024-04-20,PLANT-4
PROC-SYN-7AA15B3C,AHM,AHM-SYN-367658,SYNTHETIC_SUPPLIER_SB,84,3183.03,267374.52,EACH,2026-06-04,PLANT-4
PROC-SYN-75D8A4EB,AHM,AHM-SYN-367658,SYNTHETIC_SUPPLIER_EB,73,2975.34,217199.82,EACH,2022-05-26,PLANT-4
PROC-SYN-E3F4B8E2,NEC,NEC-SYN-307398,SYNTHETIC_SUPPLIER_MB,26,4615.32,119998.32,EACH,2025-08-11,PLANT-4
PROC-SYN-451300F8,BUS,BUS-SYN-238507,SYNTHETIC_SUPPLIER_PB,59,4237.35,250003.65,EACH,2026-08-19,PLANT-4
PROC-SYN-8361A8B3,BUS,BUS-SYN-118960,SYNTHETIC_SUPPLIER_HA,52,1419.89,73834.28,EACH,2021-12-19,PLANT-4
PROC-SYN-0A9B80F4,BUS,BUS-SYN-118960,SYNTHETIC_SUPPLIER_OB,44,1549.24,68166.56,EACH,2024-02-23,PLANT-4
PROC-SYN-8C080C41,CPI,CPI-SYN-954927,SYNTHETIC_SUPPLIER_LB,79,2571.23,203127.17,EACH,2021-10-17,PLANT-2
PROC-SYN-D08AD0D6,GME,GME-SYN-913460,SYNTHETIC_SUPPLIER_JA,25,555.9,13897.5,EACH,2021-12-11,PLANT-3
PROC-SYN-092B8E47,GME,GME-SYN-913460,SYNTHETIC_SUPPLIER_QA,15,546.29,8194.35,EACH,2023-10-14,PLANT-3
PROC-SYN-C9AEEBFD,NEC,NEC-SYN-729339,SYNTHETIC_SUPPLIER_UB,61,3301.62,201398.82,EACH,2025-01-20,PLANT-2
PROC-SYN-AC050952,AHM,AHM-SYN-242509,SYNTHETIC_SUPPLIER_NA,65,3905.08,253830.2,EACH,2023-11-27,PLANT-4
PROC-SYN-A41CB1FE,AHM,AHM-SYN-837367,SYNTHETIC_SUPPLIER_EB,27,619.86,16736.22,EACH,2023-01-23,PLANT-4
PROC-SYN-462A496E,CPI,CPI-SYN-893490,SYNTHETIC_SUPPLIER_BA,68,3363.51,228718.68,EACH,2020-07-20,PLANT-4
PROC-SYN-62795A4B,CPI,CPI-SYN-983490,SYNTHETIC_SUPPLIER_OB,91,502.75,45750.25,EACH,2022-08-04,PLANT-3
PROC-SYN-78448A1E,CPI,CPI-SYN-983490,SYNTHETIC_SUPPLIER_DB,98,551.0,53998.0,EACH,2023-07-20,PLANT-3
PROC-SYN-52932C72,CPI,CPI-SYN-983490,SYNTHETIC_SUPPLIER_ZA,77,555.16,42747.32,EACH,2022-01-27,PLANT-3
PROC-SYN-58B00BB2,GME,GME-SYN-152627,SYNTHETIC_SUPPLIER_HA,54,382.32,20645.28,EACH,2023-09-14,PLANT-5
PROC-SYN-1B7F4987,GME,GME-SYN-152627,SYNTHETIC_SUPPLIER_WB,14,359.99,5039.86,EACH,2024-10-09,PLANT-5
PROC-SYN-1A964DA5,NEC,NEC-SYN-987993,SYNTHETIC_SUPPLIER_NA,12,1117.98,13415.76,EACH,2022-10-28,PLANT-3
PROC-SYN-169C062D,NEC,NEC-SYN-987993,SYNTHETIC_SUPPLIER_PB,83,1088.61,90354.63,EACH,2024-11-06,PLANT-3
PROC-SYN-E4B1698A,NEC,NEC-SYN-987993,SYNTHETIC_SUPPLIER_BA,23,1148.0,26404.0,EACH,2021-09-24,PLANT-3
PROC-SYN-51F982B6,AHM,AHM-SYN-950690,SYNTHETIC_SUPPLIER_KA,39,1356.06,52886.34,EACH,2022-12-29,PLANT-4
PROC-SYN-BBFAAEC7,AHM,AHM-SYN-950690,SYNTHETIC_SUPPLIER_KB,72,1359.46,97881.12,EACH,2022-01-13,PLANT-4
PROC-SYN-6F1CE9E8,AHM,AHM-SYN-950690,SYNTHETIC_SUPPLIER_WB,11,1291.36,14204.96,EACH,2026-08-25,PLANT-4
PROC-SYN-EE0EBC03,CPI,CPI-SYN-787211,SYNTHETIC_SUPPLIER_UA,35,3827.46,133961.1,EACH,2023-12-30,PLANT-5
PROC-SYN-9C7B4405,CPI,CPI-SYN-787211,SYNTHETIC_SUPPLIER_BA,14,3343.21,46804.94,EACH,2024-10-27,PLANT-5
PROC-SYN-1E7E2B54,BUS,BUS-SYN-738127,SYNTHETIC_SUPPLIER_CA,40,2995.62,119824.8,EACH,2024-05-12,PLANT-1
PROC-SYN-69818FA7,BUS,BUS-SYN-738127,SYNTHETIC_SUPPLIER_UB,26,2676.28,69583.28,EACH,2021-11-06,PLANT-1
PROC-SYN-40622AE5,BUS,BUS-SYN-738127,SYNTHETIC_SUPPLIER_QB,43,3124.59,134357.37,EACH,2021-02-15,PLANT-1
PROC-SYN-AE899CF7,GME,GME-SYN-729155,SYNTHETIC_SUPPLIER_LB,78,4735.0,369330.0,EACH,2025-07-01,PLANT-5
PROC-SYN-D556FDBB,GME,GME-SYN-729155,SYNTHETIC_SUPPLIER_NA,87,4734.58,411908.46,EACH,2020-03-13,PLANT-5
PROC-SYN-0B5B4854,GME,GME-SYN-729155,SYNTHETIC_SUPPLIER_IB,8,4935.98,39487.84,EACH,2023-08-22,PLANT-5
PROC-SYN-758B72C6,AHM,AHM-SYN-915763,SYNTHETIC_SUPPLIER_PA,18,753.12,13556.16,EACH,2025-06-26,PLANT-3
PROC-SYN-408BC252,AHM,AHM-SYN-915763,SYNTHETIC_SUPPLIER_HB,11,838.22,9220.42,EACH,2025-02-04,PLANT-3
PROC-SYN-CBC76B3E,BUS,BUS-SYN-435986,SYNTHETIC_SUPPLIER_WB,21,1529.28,32114.88,EACH,2026-03-17,PLANT-5
PROC-SYN-F967E5F7,BUS,BUS-SYN-435986,SYNTHETIC_SUPPLIER_ZA,1,1731.83,1731.83,EACH,2026-02-12,PLANT-5
PROC-SYN-1C61B9A1,AHM,AHM-SYN-297404,SYNTHETIC_SUPPLIER_IB,8,5109.66,40877.28,EACH,2021-06-15,PLANT-2
PROC-SYN-3B7AA42D,AHM,AHM-SYN-297404,SYNTHETIC_SUPPLIER_XB,43,4336.11,186452.73,EACH,2021-03-20,PLANT-2
PROC-SYN-0AD37661,AHM,AHM-SYN-550618,SYNTHETIC_SUPPLIER_RB,9,1990.74,17916.66,EACH,2022-08-12,PLANT-2
PROC-SYN-944ACE3A,AHM,AHM-SYN-550618,SYNTHETIC_SUPPLIER_MB,72,2005.48,144394.56,EACH,2026-02-23,PLANT-2
PROC-SYN-4DFAC562,GME,GME-SYN-910187,SYNTHETIC_SUPPLIER_KA,62,399.63,24777.06,EACH,2022-05-04,PLANT-2
PROC-SYN-0E731D64,GME,GME-SYN-910187,SYNTHETIC_SUPPLIER_YB,93,391.52,36411.36,EACH,2023-05-09,PLANT-2
PROC-SYN-894A8A32,GME,GME-SYN-910187,SYNTHETIC_SUPPLIER_KA,46,362.53,16676.38,EACH,2023-01-24,PLANT-2
PROC-SYN-3DD85E0C,NEC,NEC-SYN-539742,SYNTHETIC_SUPPLIER_KB,23,425.14,9778.22,EACH,2020-07-23,PLANT-1
PROC-SYN-1E9560FB,NEC,NEC-SYN-539742,SYNTHETIC_SUPPLIER_EB,71,495.34,35169.14,EACH,2024-10-07,PLANT-1
PROC-SYN-24030382,CPI,CPI-SYN-912053,SYNTHETIC_SUPPLIER_EA,82,2800.15,229612.3,EACH,2025-11-08,PLANT-3
PROC-SYN-09A28615,AHM,AHM-SYN-106725,SYNTHETIC_SUPPLIER_WA,11,4383.76,48221.36,EACH,2024-02-12,PLANT-2
PROC-SYN-112DCD0E,AHM,AHM-SYN-106725,SYNTHETIC_SUPPLIER_DB,6,4859.79,29158.74,EACH,2021-05-01,PLANT-2
PROC-SYN-69FF5503,AHM,AHM-SYN-106725,SYNTHETIC_SUPPLIER_GA,39,5105.02,199095.78,EACH,2021-10-29,PLANT-2
PROC-SYN-B4E7DF26,CPI,CPI-SYN-401296,SYNTHETIC_SUPPLIER_KB,2,4592.61,9185.22,EACH,2026-04-17,PLANT-1
PROC-SYN-D9D5EBD3,CPI,CPI-SYN-401296,SYNTHETIC_SUPPLIER_DA,86,4210.38,362092.68,EACH,2024-10-04,PLANT-1
PROC-SYN-BA7997E8,CPI,CPI-SYN-401296,SYNTHETIC_SUPPLIER_VA,56,4685.94,262412.64,EACH,2025-12-27,PLANT-1
PROC-SYN-7E4A49C2,NEC,NEC-SYN-353968,SYNTHETIC_SUPPLIER_SB,68,3745.7,254707.6,EACH,2024-11-30,PLANT-3
PROC-SYN-94887112,BUS,BUS-SYN-879105,SYNTHETIC_SUPPLIER_DB,97,3638.75,352958.75,EACH,2022-04-12,PLANT-4
PROC-SYN-A44ABFB4,BUS,BUS-SYN-879105,SYNTHETIC_SUPPLIER_IB,48,3221.19,154617.12,EACH,2021-10-19,PLANT-4
PROC-SYN-DE26564C,BUS,BUS-SYN-879105,SYNTHETIC_SUPPLIER_CA,90,3314.05,298264.5,EACH,2022-02-12,PLANT-4
PROC-SYN-C60B22F0,GME,GME-SYN-443882,SYNTHETIC_SUPPLIER_AA,7,4085.72,28600.04,EACH,2020-05-20,PLANT-1
PROC-SYN-D9D00226,AHM,AHM-SYN-975650,SYNTHETIC_SUPPLIER_YB,74,3039.77,224942.98,EACH,2026-04-02,PLANT-1
PROC-SYN-DDF1A7D8,BUS,BUS-SYN-512426,SYNTHETIC_SUPPLIER_QA,34,2153.49,73218.66,EACH,2021-10-10,PLANT-5
PROC-SYN-FF3BC5FC,BUS,BUS-SYN-373399,SYNTHETIC_SUPPLIER_SB,36,61.49,2213.64,EACH,2021-07-05,PLANT-3
PROC-SYN-D16BAB65,BUS,BUS-SYN-373399,SYNTHETIC_SUPPLIER_ZB,81,66.8,5410.8,EACH,2026-08-13,PLANT-3
PROC-SYN-19173C30,GME,GME-SYN-102345,SYNTHETIC_SUPPLIER_VA,20,1334.3,26686.0,EACH,2021-12-06,PLANT-5
PROC-SYN-DBA31FDE,NEC,NEC-SYN-712134,SYNTHETIC_SUPPLIER_UA,40,1800.03,72001.2,EACH,2023-03-23,PLANT-4
PROC-SYN-BD178045,NEC,NEC-SYN-712134,SYNTHETIC_SUPPLIER_VB,78,1913.84,149279.52,EACH,2024-11-22,PLANT-4
PROC-SYN-AB30D660,GME,GME-SYN-824894,SYNTHETIC_SUPPLIER_TA,70,3783.5,264845.0,EACH,2026-09-07,PLANT-3
PROC-SYN-76007AE8,AHM,AHM-SYN-607881,SYNTHETIC_SUPPLIER_GA,65,3011.5,195747.5,EACH,2025-09-30,PLANT-5
PROC-SYN-34189CD7,AHM,AHM-SYN-607881,SYNTHETIC_SUPPLIER_JB,37,3361.48,124374.76,EACH,2021-07-12,PLANT-5
PROC-SYN-1A5C2B69,NEC,NEC-SYN-751063,SYNTHETIC_SUPPLIER_TA,2,1103.86,2207.72,EACH,2026-07-29,PLANT-2
PROC-SYN-1143F0F0,NEC,NEC-SYN-751063,SYNTHETIC_SUPPLIER_ZB,53,1025.39,54345.67,EACH,2023-02-15,PLANT-2
PROC-SYN-932A6DD0,BUS,BUS-SYN-245570,SYNTHETIC_SUPPLIER_JA,2,2263.94,4527.88,EACH,2023-12-03,PLANT-5
PROC-SYN-E72601A7,BUS,BUS-SYN-245570,SYNTHETIC_SUPPLIER_YB,52,2285.03,118821.56,EACH,2021-09-10,PLANT-5
PROC-SYN-31788A93,NEC,NEC-SYN-306687,SYNTHETIC_SUPPLIER_HB,32,939.43,30061.76,EACH,2023-06-12,PLANT-3
PROC-SYN-AAFAFC04,NEC,NEC-SYN-306687,SYNTHETIC_SUPPLIER_ZB,79,973.1,76874.9,EACH,2023-12-01,PLANT-3
PROC-SYN-181B976E,NEC,NEC-SYN-306687,SYNTHETIC_SUPPLIER_FB,16,933.99,14943.84,EACH,2026-08-09,PLANT-3
PROC-SYN-69446035,BUS,BUS-SYN-875913,SYNTHETIC_SUPPLIER_SA,51,3328.34,169745.34,EACH,2026-02-07,PLANT-1
PROC-SYN-9832AF40,BUS,BUS-SYN-875913,SYNTHETIC_SUPPLIER_UA,65,3408.7,221565.5,EACH,2023-01-06,PLANT-1
PROC-SYN-FB5D3FC4,CPI,CPI-SYN-419866,SYNTHETIC_SUPPLIER_YB,36,193.24,6956.64,EACH,2023-01-05,PLANT-3
PROC-SYN-C72D73C9,BUS,BUS-SYN-226951,SYNTHETIC_SUPPLIER_JA,97,1591.51,154376.47,EACH,2021-04-07,PLANT-1
PROC-SYN-9B6A63D3,BUS,BUS-SYN-226951,SYNTHETIC_SUPPLIER_QB,3,1724.92,5174.76,EACH,2025-06-07,PLANT-1
PROC-SYN-12B74B12,BUS,BUS-SYN-226951,SYNTHETIC_SUPPLIER_HA,28,1833.77,51345.56,EACH,2023-03-22,PLANT-1
PROC-SYN-F0FE130A,GME,GME-SYN-736178,SYNTHETIC_SUPPLIER_XB,40,2560.33,102413.2,EACH,2026-07-17,PLANT-2
PROC-SYN-1F3FA312,GME,GME-SYN-736178,SYNTHETIC_SUPPLIER_CA,14,2237.62,31326.68,EACH,2023-08-05,PLANT-2
PROC-SYN-7FF11737,AHM,AHM-SYN-413997,SYNTHETIC_SUPPLIER_LA,80,2507.84,200627.2,EACH,2024-07-10,PLANT-1
PROC-SYN-1B493B53,BUS,BUS-SYN-933832,SYNTHETIC_SUPPLIER_BB,1,2388.37,2388.37,EACH,2024-05-13,PLANT-3
PROC-SYN-84BD6EC9,BUS,BUS-SYN-933832,SYNTHETIC_SUPPLIER_KB,65,2201.46,143094.9,EACH,2022-02-09,PLANT-3
PROC-SYN-30353AF6,BUS,BUS-SYN-933832,SYNTHETIC_SUPPLIER_WA,62,2542.63,157643.06,EACH,2023-05-26,PLANT-3
PROC-SYN-4A165593,CPI,CPI-SYN-404624,SYNTHETIC_SUPPLIER_LB,48,3000.39,144018.72,EACH,2024-11-30,PLANT-2
PROC-SYN-81398647,BUS,BUS-SYN-684777,SYNTHETIC_SUPPLIER_JB,96,4107.85,394353.6,EACH,2025-08-28,PLANT-5
PROC-SYN-3B8B8925,BUS,BUS-SYN-684777,SYNTHETIC_SUPPLIER_SB,33,3851.7,127106.1,EACH,2021-08-12,PLANT-5
PROC-SYN-E54EE643,BUS,BUS-SYN-684777,SYNTHETIC_SUPPLIER_IB,32,3797.42,121517.44,EACH,2022-01-04,PLANT-5
PROC-SYN-ECD38014,NEC,NEC-SYN-256261,SYNTHETIC_SUPPLIER_WA,82,3643.08,298732.56,EACH,2023-03-07,PLANT-4
PROC-SYN-DB00F165,NEC,NEC-SYN-256261,SYNTHETIC_SUPPLIER_HB,28,3639.07,101893.96,EACH,2023-09-03,PLANT-4
PROC-SYN-C542D7D6,NEC,NEC-SYN-135761,SYNTHETIC_SUPPLIER_FB,27,1970.89,53214.03,EACH,2025-05-19,PLANT-5
PROC-SYN-B3B251D7,NEC,NEC-SYN-135761,SYNTHETIC_SUPPLIER_DA,51,1979.36,100947.36,EACH,2020-05-13,PLANT-5
PROC-SYN-CCA7ED54,NEC,NEC-SYN-135761,SYNTHETIC_SUPPLIER_EA,43,2038.65,87661.95,EACH,2021-05-21,PLANT-5
PROC-SYN-9951CA68,NEC,NEC-SYN-828285,SYNTHETIC_SUPPLIER_YB,73,1750.0,127750.0,EACH,2022-01-26,PLANT-1
PROC-SYN-221AB3EA,NEC,NEC-SYN-828285,SYNTHETIC_SUPPLIER_BA,28,1891.31,52956.68,EACH,2024-07-18,PLANT-1
PROC-SYN-D5CC7742,AHM,AHM-SYN-797612,SYNTHETIC_SUPPLIER_PB,26,4649.09,120876.34,EACH,2025-05-01,PLANT-2
PROC-SYN-2D966A16,NEC,NEC-SYN-880355,SYNTHETIC_SUPPLIER_BA,96,1063.58,102103.68,EACH,2025-09-27,PLANT-5
PROC-SYN-AE19F88F,BUS,BUS-SYN-202002,SYNTHETIC_SUPPLIER_XB,68,3301.99,224535.32,EACH,2024-08-30,PLANT-3
PROC-SYN-30442B68,BUS,BUS-SYN-210474,SYNTHETIC_SUPPLIER_VA,12,4645.67,55748.04,EACH,2020-01-30,PLANT-2
PROC-SYN-DC44E304,BUS,BUS-SYN-210474,SYNTHETIC_SUPPLIER_QA,19,4781.57,90849.83,EACH,2022-12-10,PLANT-2
PROC-SYN-53087597,BUS,BUS-SYN-210474,SYNTHETIC_SUPPLIER_ZB,79,4651.98,367506.42,EACH,2023-01-15,PLANT-2
PROC-SYN-45D41000,CPI,CPI-SYN-465199,SYNTHETIC_SUPPLIER_UA,91,212.5,19337.5,EACH,2022-03-16,PLANT-2
PROC-SYN-6CE3584B,AHM,AHM-SYN-778455,SYNTHETIC_SUPPLIER_ZB,45,2303.55,103659.75,EACH,2024-02-24,PLANT-1
PROC-SYN-11131D08,AHM,AHM-SYN-778455,SYNTHETIC_SUPPLIER_XB,50,2189.64,109482.0,EACH,2024-02-13,PLANT-1
PROC-SYN-B95011B4,BUS,BUS-SYN-759323,SYNTHETIC_SUPPLIER_NB,16,3054.97,48879.52,EACH,2021-03-26,PLANT-3
PROC-SYN-864CDD64,BUS,BUS-SYN-759323,SYNTHETIC_SUPPLIER_OB,75,3183.85,238788.75,EACH,2025-11-14,PLANT-3
PROC-SYN-160F2AA7,BUS,BUS-SYN-759323,SYNTHETIC_SUPPLIER_XA,9,3175.76,28581.84,EACH,2026-09-09,PLANT-3
PROC-SYN-B1CE280B,NEC,NEC-SYN-256938,SYNTHETIC_SUPPLIER_BA,38,1584.94,60227.72,EACH,2026-08-18,PLANT-4
PROC-SYN-B7848972,NEC,NEC-SYN-256938,SYNTHETIC_SUPPLIER_TA,64,1429.68,91499.52,EACH,2022-02-14,PLANT-4
PROC-SYN-40F0805F,CPI,CPI-SYN-141973,SYNTHETIC_SUPPLIER_FB,68,4607.78,313329.04,EACH,2021-01-19,PLANT-1
PROC-SYN-99562F95,GME,GME-SYN-790648,SYNTHETIC_SUPPLIER_OB,70,4506.8,315476.0,EACH,2023-03-05,PLANT-1
PROC-SYN-3EDA0572,GME,GME-SYN-790648,SYNTHETIC_SUPPLIER_SA,50,4977.68,248884.0,EACH,2020-07-12,PLANT-1
PROC-SYN-AD12A4BA,GME,GME-SYN-790648,SYNTHETIC_SUPPLIER_NB,80,4447.9,355832.0,EACH,2024-12-26,PLANT-1
PROC-SYN-EBBC48C4,GME,GME-SYN-548820,SYNTHETIC_SUPPLIER_QB,34,2913.26,99050.84,EACH,2023-09-30,PLANT-4
PROC-SYN-CE270320,GME,GME-SYN-478583,SYNTHETIC_SUPPLIER_AA,11,3779.63,41575.93,EACH,2025-07-23,PLANT-5
PROC-SYN-FF5D2EBC,GME,GME-SYN-478583,SYNTHETIC_SUPPLIER_KA,23,3596.83,82727.09,EACH,2023-06-24,PLANT-5
PROC-SYN-D6075A38,GME,GME-SYN-478583,SYNTHETIC_SUPPLIER_BA,36,3915.39,140954.04,EACH,2024-04-29,PLANT-5
PROC-SYN-00292717,CPI,CPI-SYN-514617,SYNTHETIC_SUPPLIER_TB,20,5130.91,102618.2,EACH,2024-03-24,PLANT-4
PROC-SYN-21959C60,CPI,CPI-SYN-514617,SYNTHETIC_SUPPLIER_RB,53,4407.94,233620.82,EACH,2022-08-07,PLANT-4
PROC-SYN-E2504720,CPI,CPI-SYN-514617,SYNTHETIC_SUPPLIER_OB,84,5036.33,423051.72,EACH,2024-04-07,PLANT-4
PROC-SYN-F34F09B7,GME,GME-SYN-378526,SYNTHETIC_SUPPLIER_RB,31,2237.12,69350.72,EACH,2023-10-07,PLANT-5
PROC-SYN-1D66D987,GME,GME-SYN-378526,SYNTHETIC_SUPPLIER_SB,34,2183.36,74234.24,EACH,2023-09-06,PLANT-5
PROC-SYN-F7BCE241,BUS,BUS-SYN-691476,SYNTHETIC_SUPPLIER_MA,54,2985.18,161199.72,EACH,2026-08-05,PLANT-2
PROC-SYN-6C573AAF,BUS,BUS-SYN-691476,SYNTHETIC_SUPPLIER_YA,48,2936.41,140947.68,EACH,2021-03-09,PLANT-2
PROC-SYN-CD330B39,BUS,BUS-SYN-691476,SYNTHETIC_SUPPLIER_JA,40,2496.17,99846.8,EACH,2023-05-09,PLANT-2
PROC-SYN-3744F83D,NEC,NEC-SYN-890425,SYNTHETIC_SUPPLIER_FB,67,4201.0,281467.0,EACH,2022-11-02,PLANT-1
PROC-SYN-9B42D3A2,NEC,NEC-SYN-890425,SYNTHETIC_SUPPLIER_CB,77,4131.12,318096.24,EACH,2023-03-08,PLANT-1
PROC-SYN-7BCD809B,NEC,NEC-SYN-890425,SYNTHETIC_SUPPLIER_VA,42,3799.4,159574.8,EACH,2024-02-18,PLANT-1
PROC-SYN-9278C059,GME,GME-SYN-854017,SYNTHETIC_SUPPLIER_EB,49,3040.15,148967.35,EACH,2020-01-29,PLANT-5
PROC-SYN-F0F21DF1,GME,GME-SYN-854017,SYNTHETIC_SUPPLIER_HA,41,3092.18,126779.38,EACH,2023-01-31,PLANT-5
PROC-SYN-F5934BD2,GME,GME-SYN-854017,SYNTHETIC_SUPPLIER_NA,84,3191.65,268098.6,EACH,2020-12-21,PLANT-5
PROC-SYN-B7C9E126,AHM,AHM-SYN-265491,SYNTHETIC_SUPPLIER_RB,45,1449.12,65210.4,EACH,2022-04-28,PLANT-1
PROC-SYN-8C1C6C84,AHM,AHM-SYN-265491,SYNTHETIC_SUPPLIER_JB,16,1518.41,24294.56,EACH,2026-04-05,PLANT-1
PROC-SYN-0FC066F6,GME,GME-SYN-273636,SYNTHETIC_SUPPLIER_OB,84,1278.43,107388.12,EACH,2025-03-04,PLANT-4
PROC-SYN-66F5600A,GME,GME-SYN-273636,SYNTHETIC_SUPPLIER_BB,24,1260.19,30244.56,EACH,2022-03-29,PLANT-4
PROC-SYN-3F200684,GME,GME-SYN-273636,SYNTHETIC_SUPPLIER_MB,13,1369.37,17801.81,EACH,2024-03-07,PLANT-4
PROC-SYN-6CF9DA08,NEC,NEC-SYN-281554,SYNTHETIC_SUPPLIER_ZB,55,2147.46,118110.3,EACH,2025-07-20,PLANT-1
PROC-SYN-9304E2D6,NEC,NEC-SYN-281554,SYNTHETIC_SUPPLIER_IB,94,2244.38,210971.72,EACH,2020-08-30,PLANT-1
PROC-SYN-C8793367,NEC,NEC-SYN-281554,SYNTHETIC_SUPPLIER_CB,28,2155.78,60361.84,EACH,2021-08-23,PLANT-1
PROC-SYN-2B32EE8F,CPI,CPI-SYN-969576,SYNTHETIC_SUPPLIER_ZA,33,2089.21,68943.93,EACH,2023-08-14,PLANT-5
PROC-SYN-256A4A00,CPI,CPI-SYN-969576,SYNTHETIC_SUPPLIER_GB,55,1956.71,107619.05,EACH,2022-06-18,PLANT-5
PROC-SYN-453D7152,AHM,AHM-SYN-660805,SYNTHETIC_SUPPLIER_BB,60,1568.02,94081.2,EACH,2022-05-06,PLANT-1
PROC-SYN-6A0BC680,AHM,AHM-SYN-660805,SYNTHETIC_SUPPLIER_MB,94,1439.84,135344.96,EACH,2025-07-23,PLANT-1
PROC-SYN-0A8823FD,AHM,AHM-SYN-660805,SYNTHETIC_SUPPLIER_OA,84,1489.84,125146.56,EACH,2023-02-12,PLANT-1
PROC-SYN-AF5DC263,GME,GME-SYN-950927,SYNTHETIC_SUPPLIER_JB,100,1510.5,151050.0,EACH,2026-07-14,PLANT-3
PROC-SYN-3374E3F9,GME,GME-SYN-950927,SYNTHETIC_SUPPLIER_BA,36,1520.3,54730.8,EACH,2022-09-15,PLANT-3
PROC-SYN-30556932,GME,GME-SYN-950927,SYNTHETIC_SUPPLIER_LB,33,1503.2,49605.6,EACH,2022-05-23,PLANT-3
PROC-SYN-05456CDB,CPI,CPI-SYN-499663,SYNTHETIC_SUPPLIER_HA,44,3267.1,143752.4,EACH,2020-09-14,PLANT-1
PROC-SYN-7D7585D8,CPI,CPI-SYN-499663,SYNTHETIC_SUPPLIER_BB,5,3408.27,17041.35,EACH,2026-05-20,PLANT-1
PROC-SYN-DE237A41,BUS,BUS-SYN-339597,SYNTHETIC_SUPPLIER_PB,58,4815.08,279274.64,EACH,2023-10-14,PLANT-5
PROC-SYN-922160DB,BUS,BUS-SYN-339597,SYNTHETIC_SUPPLIER_DA,91,4459.37,405802.67,EACH,2024-04-23,PLANT-5
PROC-SYN-92870F6A,CPI,CPI-SYN-790583,SYNTHETIC_SUPPLIER_OB,26,96.51,2509.26,EACH,2025-11-26,PLANT-3
PROC-SYN-447A949A,CPI,CPI-SYN-790583,SYNTHETIC_SUPPLIER_IB,24,101.59,2438.16,EACH,2024-06-13,PLANT-3
PROC-SYN-138BD80B,NEC,NEC-SYN-859059,SYNTHETIC_SUPPLIER_WB,42,4698.15,197322.3,EACH,2021-04-14,PLANT-3
PROC-SYN-52990B6D,NEC,NEC-SYN-859059,SYNTHETIC_SUPPLIER_NA,81,3983.21,322640.01,EACH,2024-04-15,PLANT-3
PROC-SYN-9869DD3E,CPI,CPI-SYN-198078,SYNTHETIC_SUPPLIER_LB,38,2235.78,84959.64,EACH,2026-02-25,PLANT-1
PROC-SYN-95A252D5,GME,GME-SYN-439956,SYNTHETIC_SUPPLIER_KB,100,3539.31,353931.0,EACH,2023-01-09,PLANT-5
PROC-SYN-40D4BF16,NEC,NEC-SYN-619545,SYNTHETIC_SUPPLIER_RB,34,1041.08,35396.72,EACH,2023-01-25,PLANT-4
PROC-SYN-8E50857D,AHM,AHM-SYN-451708,SYNTHETIC_SUPPLIER_EA,82,1374.77,112731.14,EACH,2024-08-12,PLANT-5
PROC-SYN-34F7BF5F,AHM,AHM-SYN-451708,SYNTHETIC_SUPPLIER_EB,56,1404.92,78675.52,EACH,2024-11-02,PLANT-5
PROC-SYN-E2166F6D,AHM,AHM-SYN-451708,SYNTHETIC_SUPPLIER_KB,62,1398.66,86716.92,EACH,2020-05-21,PLANT-5
PROC-SYN-E2F7C94B,CPI,CPI-SYN-325360,SYNTHETIC_SUPPLIER_YA,33,1221.33,40303.89,EACH,2021-06-04,PLANT-1
PROC-SYN-CA280B81,CPI,CPI-SYN-325360,SYNTHETIC_SUPPLIER_NB,4,1250.94,5003.76,EACH,2025-11-25,PLANT-1
